"atm_del_14C_20,000BP_to_2100_AD_RCP85_RCP45",,
Cal_BP,D14C_RCP85_per_mil,D14C_RCP45_per_mil
1550,-19.3,-19.3
1545,-19.2,-19.2
1540,-18.7,-18.7
1535,-17.9,-17.9
1530,-17.3,-17.3
1525,-16.3,-16.3
1520,-14.8,-14.8
1515,-13.6,-13.6
1510,-13.1,-13.1
1505,-13.2,-13.2
1500,-14,-14
1495,-14.7,-14.7
1490,-15.3,-15.3
1485,-15.6,-15.6
1480,-15.7,-15.7
1475,-16.1,-16.1
1470,-17.1,-17.1
1465,-18.4,-18.4
1460,-20,-20
1455,-21.4,-21.4
1450,-22.3,-22.3
1445,-22.5,-22.5
1440,-22.2,-22.2
1435,-22.6,-22.6
1430,-24,-24
1425,-25,-25
1420,-24.5,-24.5
1415,-23.1,-23.1
1410,-21.3,-21.3
1405,-19.9,-19.9
1400,-19.7,-19.7
1395,-19.8,-19.8
1390,-19.8,-19.8
1385,-19.5,-19.5
1380,-19.2,-19.2
1375,-19.1,-19.1
1370,-19.2,-19.2
1365,-19.4,-19.4
1360,-20,-20
1355,-20.1,-20.1
1350,-19.5,-19.5
1345,-18.7,-18.7
1340,-18.2,-18.2
1335,-18.1,-18.1
1330,-18.2,-18.2
1325,-18.6,-18.6
1320,-19.3,-19.3
1315,-19.5,-19.5
1310,-19,-19
1305,-17.8,-17.8
1300,-16.1,-16.1
1295,-14.4,-14.4
1290,-12.6,-12.6
1285,-11.1,-11.1
1280,-9.8,-9.8
1275,-8.9,-8.9
1270,-8.7,-8.7
1265,-8.2,-8.2
1260,-7,-7
1255,-6.5,-6.5
1250,-7.2,-7.2
1245,-8.1,-8.1
1240,-8.2,-8.2
1235,-8,-8
1230,-7.9,-7.9
1225,-7.8,-7.8
1220,-7.9,-7.9
1215,-8.5,-8.5
1210,-9.9,-9.9
1205,-11.9,-11.9
1200,-14.1,-14.1
1195,-15.7,-15.7
1190,-15.9,-15.9
1185,-15.1,-15.1
1180,-13.6,-13.6
1175,-11.5,-11.5
1170,-8.6,-8.6
1165,-7.3,-7.3
1160,-9.3,-9.3
1155,-11.5,-11.5
1150,-11.8,-11.8
1145,-11.6,-11.6
1140,-11.4,-11.4
1135,-11.6,-11.6
1130,-12.1,-12.1
1125,-12.6,-12.6
1120,-12.7,-12.7
1115,-13.2,-13.2
1110,-14.3,-14.3
1105,-15.5,-15.5
1100,-16.3,-16.3
1095,-16.8,-16.8
1090,-16.9,-16.9
1085,-17.1,-17.1
1080,-17.3,-17.3
1075,-17.4,-17.4
1070,-17.3,-17.3
1065,-16.6,-16.6
1060,-14.9,-14.9
1055,-13.1,-13.1
1050,-11.2,-11.2
1045,-10.2,-10.2
1040,-10.6,-10.6
1035,-12.2,-12.2
1030,-14.6,-14.6
1025,-16.7,-16.7
1020,-17.9,-17.9
1015,-18.1,-18.1
1010,-17.8,-17.8
1005,-17.6,-17.6
1000,-17.7,-17.7
995,-18.1,-18.1
990,-18.9,-18.9
985,-19.1,-19.1
980,-18.2,-18.2
975,-17.5,-17.5
970,-17.3,-17.3
965,-16.8,-16.8
960,-15.5,-15.5
955,-14.3,-14.3
950,-14.6,-14.6
945,-15.4,-15.4
940,-16.4,-16.4
935,-16.1,-16.1
930,-13.5,-13.5
925,-10.8,-10.8
920,-9.4,-9.4
915,-8.5,-8.5
910,-8,-8
905,-7.4,-7.4
900,-6.3,-6.3
895,-5.5,-5.5
890,-5.7,-5.7
885,-6.5,-6.5
880,-7.1,-7.1
875,-7.7,-7.7
870,-9.2,-9.2
865,-10.9,-10.9
860,-12.3,-12.3
855,-13.4,-13.4
850,-14.2,-14.2
845,-15.1,-15.1
840,-16.4,-16.4
835,-17.1,-17.1
830,-16.2,-16.2
825,-15.1,-15.1
820,-15.1,-15.1
815,-16.1,-16.1
810,-18.5,-18.5
805,-20.1,-20.1
800,-18.9,-18.9
795,-17,-17
790,-15.2,-15.2
785,-14.2,-14.2
780,-14.1,-14.1
775,-14.3,-14.3
770,-14.6,-14.6
765,-14.8,-14.8
760,-14.9,-14.9
755,-15.4,-15.4
750,-16.4,-16.4
745,-17.2,-17.2
740,-16.7,-16.7
735,-15.4,-15.4
730,-13.4,-13.4
725,-12.1,-12.1
720,-12.4,-12.4
715,-13.3,-13.3
710,-13.7,-13.7
705,-14.2,-14.2
700,-15,-15
695,-15,-15
690,-13.9,-13.9
685,-12.4,-12.4
680,-11.4,-11.4
675,-10,-10
670,-7.8,-7.8
665,-5.6,-5.6
660,-4.1,-4.1
655,-2.7,-2.7
650,-1.3,-1.3
645,-0.4,-0.4
640,0.1,0.1
635,0.6,0.6
630,1.4,1.4
625,2.3,2.3
620,2.9,2.9
615,2.8,2.8
610,1.5,1.5
605,-0.4,-0.4
600,-2.2,-2.2
595,-4.1,-4.1
590,-5.9,-5.9
585,-8,-8
580,-10.3,-10.3
575,-11.7,-11.7
570,-11.4,-11.4
565,-9.8,-9.8
560,-7.4,-7.4
555,-5.4,-5.4
550,-4.7,-4.7
545,-3.8,-3.8
540,-2.3,-2.3
535,-0.8,-0.8
530,0.3,0.3
525,1,1
520,1.8,1.8
515,2.9,2.9
510,4.6,4.6
505,6.6,6.6
500,8.9,8.9
495,10.4,10.4
490,10.4,10.4
485,10.3,10.3
480,10.7,10.7
475,11,11
470,10.6,10.6
465,10.5,10.5
460,11,11
455,11.3,11.3
450,10.9,10.9
445,10.2,10.2
440,9.3,9.3
435,9.7,9.7
430,10.1,10.1
425,11.5,11.5
420,12.8,12.8
415,12.4,12.4
410,11.3,11.3
405,10.3,10.3
400,9.8,9.8
395,8.5,8.5
390,6.2,6.2
385,6.3,6.3
380,5.5,5.5
375,3.9,3.9
370,3.1,3.1
365,3,3
360,2.2,2.2
355,0.2,0.2
350,-0.7,-0.7
345,-4.2,-4.2
340,-3.6,-3.6
335,-3.5,-3.5
330,-1.7,-1.7
325,-2,-2
320,-2.1,-2.1
315,0.1,0.1
310,0.3,0.3
305,2.9,2.9
300,5.1,5.1
295,6,6
290,6.1,6.1
285,7.7,7.7
280,11.5,11.5
275,11.4,11.4
270,11.8,11.8
265,14.6,14.6
260,15,15
255,16.3,16.3
250,17.6,17.6
245,16.7,16.7
240,17.2,17.2
235,17.1,17.1
230,15,15
225,13.4,13.4
220,9.7,9.7
215,7.1,7.1
210,4.6,4.6
205,4.5,4.5
200,3.8,3.8
195,3.6,3.6
190,3.7,3.7
185,1,1
180,-0.1,-0.1
175,0.4,0.4
170,-2.5,-2.5
165,-6.9,-6.9
160,-7.9,-7.9
155,-7.7,-7.7
150,-2.9,-2.9
145,-1.5,-1.5
140,0.5,0.5
135,2.6,2.6
130,3,3
125,2.3,2.3
120,2.8,2.8
115,-0.2,-0.2
110,-1.9,-1.9
105,-1.5,-1.5
100,-2,-2
95,-3.8,-3.8
90,-3.9,-3.9
85,-5,-5
80,-4.5,-4.5
75,-5.8,-5.8
70,-4.5,-4.5
65,-4.8,-4.8
60,-4.9,-4.9
55,-3.1,-3.1
50,-2.7,-2.7
45,-5,-5
40,-7.5,-7.5
35,-8.7,-8.7
30,-12.4,-12.4
25,-13.3,-13.3
20,-16.4,-16.4
15,-17.2,-17.2
10,-20,-20
5,-22.5,-22.5
0,-24.5,-24.5
-9,228.3,228.3
-10,212.6,212.6
-11,221.3,221.3
-12,361.2,361.2
-13,713.1,713.1
-14,835.3,835.3
-15,754.5,754.5
-16,691.6,691.6
-17,623.3,623.3
-18,565.3,565.3
-19,545.3,545.3
-20,529.6,529.6
-21,498.7,498.7
-22,465.5,465.5
-23,420.3,420.3
-24,402.5,402.5
-25,376.5,376.5
-26,350.5,350.5
-27,332.8,332.8
-28,323.75,323.75
-29,295.45,295.45
-30,265.45,265.45
-31,256.35,256.35
-32,239.35,239.35
-33,226.1,226.1
-34,204.9,204.9
-35,194.4,194.4
-36,183.2,183.2
-37,178.4,178.4
-38,169.05,169.05
-39,161.75,161.75
-40,149.8,149.8
-41,138.55,138.55
-42,133.15,133.15
-43,125.2,125.2
-44,119.2,119.2
-45,113.55,113.55
-46,104.8,104.8
-47,100.8,100.8
-48,98.45,98.45
-49,92.4,92.4
-50,87.35,87.35
-51,80.45,80.45
-52,74.1,74.1
-53,66.4,66.4
-54,64.18947368,64.18947368
-55,57.84482759,57.84482759
-56,54.89285714,54.89285714
-57,50.15454545,50.15454545
-58,51.95,51.95
-59,47.06960275,47.31640512
-60,42.34468959,42.87554344
-61,37.70384479,38.59154232
-62,33.11130894,34.44892612
-63,28.55538973,30.42594212
-64,24.03594218,26.51280931
-65,19.5498175,22.69425177
-66,15.09802656,18.9643414
-67,10.6787332,15.31191849
-68,6.292902983,11.73292176
-69,1.939370906,8.219253351
-70,-2.380015424,4.76808226
-71,-6.651509644,1.385536827
-72,-10.86375053,-1.92391714
-73,-15.01977167,-5.165829167
-74,-19.12309429,-8.345443495
-75,-23.17636917,-11.4677024
-76,-27.18231237,-14.53663002
-77,-31.14307438,-17.55556542
-78,-35.06054699,-20.52792407
-79,-38.93314058,-23.45661639
-80,-42.77458785,-26.34234041
-81,-46.6013796,-29.15212432
-82,-50.4355149,-31.87264345
-83,-54.2759008,-34.50630813
-84,-58.11711038,-37.06189207
-85,-61.95345793,-39.54692083
-86,-65.78189004,-41.96739829
-87,-69.59904398,-44.32900023
-88,-73.40241333,-46.63620388
-89,-77.1899767,-48.893629
-90,-80.96165083,-51.10158235
-91,-84.73460997,-53.23149944
-92,-88.51199109,-55.27651203
-93,-92.2905703,-57.2383764
-94,-96.0678999,-59.12389354
-95,-99.84062273,-60.94154635
-96,-103.6059071,-62.69368841
-97,-107.3613872,-64.38797632
-98,-111.1047698,-66.03018918
-99,-114.8330291,-67.63014524
-100,-118.5431532,-69.15664461
-101,-122.2339059,-70.57806478
-102,-125.9035303,-71.89537249
-103,-129.550379,-73.10353497
-104,-133.1724765,-74.20600333
-105,-136.7699613,-75.20925834
-106,-140.3532043,-76.12493763
-107,-143.9056044,-76.95854097
-108,-147.448825,-77.72081374
-109,-150.9870622,-78.41204476
-110,-154.4583067,-79.03143503
-111,-157.8694463,-79.5686523
-112,-161.2139847,-80.01446554
-113,-164.4916231,-80.36985728
-114,-167.7041382,-80.64108283
-115,-170.8569683,-80.83383792
-116,-173.9552449,-80.94664516
-117,-177.0066124,-80.95943283
-118,-180.0143802,-80.90800343
-119,-182.9803745,-80.80006271
-120,-185.8980421,-80.62379776
-121,-188.7926365,-80.36510524
-122,-191.6609787,-80.02026242
-123,-194.4666557,-79.5896845
-124,-197.2143003,-79.07565898
-125,-199.9068713,-78.47975463
-126,-202.5469888,-77.81131145
-127,-205.1425654,-77.0711168
-128,-207.695906,-76.25204396
-129,-210.2085068,-75.38301256
-130,-212.6790648,-74.47028116
-131,-215.1064155,-73.57417553
-132,-217.486438,-72.80442936
-133,-219.8247085,-72.16674657
-134,-222.1222684,-71.62241488
-135,-224.3834436,-71.1648688
-136,-226.6091437,-70.7862007
-137,-228.8002479,-70.47420433
-138,-230.9579014,-70.22174254
-139,-233.082697,-70.02111847
-140,-235.1708565,-69.86745473
-141,-237.22314,-69.75456854
-142,-239.2405354,-69.67914176
-143,-241.2239947,-69.63647225
-144,-243.1552862,-69.62349509
-145,-245.0155484,-69.63713977
-146,-246.8458566,-69.67380963
-147,-248.6488513,-69.7326937
-148,-250.425249,-69.8100729
-149,-252.1759652,-69.90522368
-150,-253.9031908,-70.01650224
-151,-253.9031908,-70.01650224
-152,-253.9031908,-70.01650224
-153,-253.9031908,-70.01650224
-154,-253.9031908,-70.01650224
-155,-253.9031908,-70.01650224
-156,-253.9031908,-70.01650224
-157,-253.9031908,-70.01650224
-158,-253.9031908,-70.01650224
-159,-253.9031908,-70.01650224
-160,-253.9031908,-70.01650224
-161,-253.9031908,-70.01650224
-162,-253.9031908,-70.01650224
-163,-253.9031908,-70.01650224
-164,-253.9031908,-70.01650224
-165,-253.9031908,-70.01650224
-166,-253.9031908,-70.01650224
-167,-253.9031908,-70.01650224
-168,-253.9031908,-70.01650224
-169,-253.9031908,-70.01650224
-170,-253.9031908,-70.01650224
-171,-253.9031908,-70.01650224
-172,-253.9031908,-70.01650224
-173,-253.9031908,-70.01650224
-174,-253.9031908,-70.01650224
-175,-253.9031908,-70.01650224
-176,-253.9031908,-70.01650224
-177,-253.9031908,-70.01650224
-178,-253.9031908,-70.01650224
-179,-253.9031908,-70.01650224
-180,-253.9031908,-70.01650224
-181,-253.9031908,-70.01650224
-182,-253.9031908,-70.01650224
-183,-253.9031908,-70.01650224
-184,-253.9031908,-70.01650224
-185,-253.9031908,-70.01650224
-186,-253.9031908,-70.01650224
-187,-253.9031908,-70.01650224
-188,-253.9031908,-70.01650224
-189,-253.9031908,-70.01650224
-190,-253.9031908,-70.01650224
-191,-253.9031908,-70.01650224
-192,-253.9031908,-70.01650224
-193,-253.9031908,-70.01650224
-194,-253.9031908,-70.01650224
-195,-253.9031908,-70.01650224
-196,-253.9031908,-70.01650224
-197,-253.9031908,-70.01650224
-198,-253.9031908,-70.01650224
-199,-253.9031908,-70.01650224
-200,-253.9031908,-70.01650224
-201,-253.9031908,-70.01650224
-202,-253.9031908,-70.01650224
-203,-253.9031908,-70.01650224
-204,-253.9031908,-70.01650224
-205,-253.9031908,-70.01650224
-206,-253.9031908,-70.01650224
-207,-253.9031908,-70.01650224
-208,-253.9031908,-70.01650224
-209,-253.9031908,-70.01650224
-210,-253.9031908,-70.01650224
-211,-253.9031908,-70.01650224
-212,-253.9031908,-70.01650224
-213,-253.9031908,-70.01650224
-214,-253.9031908,-70.01650224
-215,-253.9031908,-70.01650224
-216,-253.9031908,-70.01650224
-217,-253.9031908,-70.01650224
-218,-253.9031908,-70.01650224
-219,-253.9031908,-70.01650224
-220,-253.9031908,-70.01650224
-221,-253.9031908,-70.01650224
-222,-253.9031908,-70.01650224
-223,-253.9031908,-70.01650224
-224,-253.9031908,-70.01650224
-225,-253.9031908,-70.01650224
-226,-253.9031908,-70.01650224
-227,-253.9031908,-70.01650224
-228,-253.9031908,-70.01650224
-229,-253.9031908,-70.01650224
-230,-253.9031908,-70.01650224
-231,-253.9031908,-70.01650224
-232,-253.9031908,-70.01650224
-233,-253.9031908,-70.01650224
-234,-253.9031908,-70.01650224
-235,-253.9031908,-70.01650224
-236,-253.9031908,-70.01650224
-237,-253.9031908,-70.01650224
-238,-253.9031908,-70.01650224
-239,-253.9031908,-70.01650224
-240,-253.9031908,-70.01650224
-241,-253.9031908,-70.01650224
-242,-253.9031908,-70.01650224
-243,-253.9031908,-70.01650224
-244,-253.9031908,-70.01650224
-245,-253.9031908,-70.01650224
-246,-253.9031908,-70.01650224
-247,-253.9031908,-70.01650224
-248,-253.9031908,-70.01650224
-249,-253.9031908,-70.01650224
-250,-253.9031908,-70.01650224
-251,-253.9031908,-70.01650224
-252,-253.9031908,-70.01650224
-253,-253.9031908,-70.01650224
-254,-253.9031908,-70.01650224
-255,-253.9031908,-70.01650224
-256,-253.9031908,-70.01650224
-257,-253.9031908,-70.01650224
-258,-253.9031908,-70.01650224
-259,-253.9031908,-70.01650224
-260,-253.9031908,-70.01650224
-261,-253.9031908,-70.01650224
-262,-253.9031908,-70.01650224
-263,-253.9031908,-70.01650224
-264,-253.9031908,-70.01650224
-265,-253.9031908,-70.01650224
-266,-253.9031908,-70.01650224
-267,-253.9031908,-70.01650224
-268,-253.9031908,-70.01650224
-269,-253.9031908,-70.01650224
-270,-253.9031908,-70.01650224
-271,-253.9031908,-70.01650224
-272,-253.9031908,-70.01650224
-273,-253.9031908,-70.01650224
-274,-253.9031908,-70.01650224
-275,-253.9031908,-70.01650224
-276,-253.9031908,-70.01650224
-277,-253.9031908,-70.01650224
-278,-253.9031908,-70.01650224
-279,-253.9031908,-70.01650224
-280,-253.9031908,-70.01650224
-281,-253.9031908,-70.01650224
-282,-253.9031908,-70.01650224
-283,-253.9031908,-70.01650224
-284,-253.9031908,-70.01650224
-285,-253.9031908,-70.01650224
-286,-253.9031908,-70.01650224
-287,-253.9031908,-70.01650224
-288,-253.9031908,-70.01650224
-289,-253.9031908,-70.01650224
-290,-253.9031908,-70.01650224
-291,-253.9031908,-70.01650224
-292,-253.9031908,-70.01650224
-293,-253.9031908,-70.01650224
-294,-253.9031908,-70.01650224
-295,-253.9031908,-70.01650224
-296,-253.9031908,-70.01650224
-297,-253.9031908,-70.01650224
-298,-253.9031908,-70.01650224
-299,-253.9031908,-70.01650224
-300,-253.9031908,-70.01650224
-301,-253.9031908,-70.01650224
-302,-253.9031908,-70.01650224
-303,-253.9031908,-70.01650224
-304,-253.9031908,-70.01650224
-305,-253.9031908,-70.01650224
-306,-253.9031908,-70.01650224
-307,-253.9031908,-70.01650224
-308,-253.9031908,-70.01650224
-309,-253.9031908,-70.01650224
-310,-253.9031908,-70.01650224
-311,-253.9031908,-70.01650224
-312,-253.9031908,-70.01650224
-313,-253.9031908,-70.01650224
-314,-253.9031908,-70.01650224
-315,-253.9031908,-70.01650224
-316,-253.9031908,-70.01650224
-317,-253.9031908,-70.01650224
-318,-253.9031908,-70.01650224
-319,-253.9031908,-70.01650224
-320,-253.9031908,-70.01650224
-321,-253.9031908,-70.01650224
-322,-253.9031908,-70.01650224
-323,-253.9031908,-70.01650224
-324,-253.9031908,-70.01650224
-325,-253.9031908,-70.01650224
-326,-253.9031908,-70.01650224
-327,-253.9031908,-70.01650224
-328,-253.9031908,-70.01650224
-329,-253.9031908,-70.01650224
-330,-253.9031908,-70.01650224
-331,-253.9031908,-70.01650224
-332,-253.9031908,-70.01650224
-333,-253.9031908,-70.01650224
-334,-253.9031908,-70.01650224
-335,-253.9031908,-70.01650224
-336,-253.9031908,-70.01650224
-337,-253.9031908,-70.01650224
-338,-253.9031908,-70.01650224
-339,-253.9031908,-70.01650224
-340,-253.9031908,-70.01650224
-341,-253.9031908,-70.01650224
-342,-253.9031908,-70.01650224
-343,-253.9031908,-70.01650224
-344,-253.9031908,-70.01650224
-345,-253.9031908,-70.01650224
-346,-253.9031908,-70.01650224
-347,-253.9031908,-70.01650224
-348,-253.9031908,-70.01650224
-349,-253.9031908,-70.01650224
-350,-253.9031908,-70.01650224
-351,-253.9031908,-70.01650224
-352,-253.9031908,-70.01650224
-353,-253.9031908,-70.01650224
-354,-253.9031908,-70.01650224
-355,-253.9031908,-70.01650224
-356,-253.9031908,-70.01650224
-357,-253.9031908,-70.01650224
-358,-253.9031908,-70.01650224
-359,-253.9031908,-70.01650224
-360,-253.9031908,-70.01650224
-361,-253.9031908,-70.01650224
-362,-253.9031908,-70.01650224
-363,-253.9031908,-70.01650224
-364,-253.9031908,-70.01650224
-365,-253.9031908,-70.01650224
-366,-253.9031908,-70.01650224
-367,-253.9031908,-70.01650224
-368,-253.9031908,-70.01650224
-369,-253.9031908,-70.01650224
-370,-253.9031908,-70.01650224
-371,-253.9031908,-70.01650224
-372,-253.9031908,-70.01650224
-373,-253.9031908,-70.01650224
-374,-253.9031908,-70.01650224
-375,-253.9031908,-70.01650224
-376,-253.9031908,-70.01650224
-377,-253.9031908,-70.01650224
-378,-253.9031908,-70.01650224
-379,-253.9031908,-70.01650224
-380,-253.9031908,-70.01650224
-381,-253.9031908,-70.01650224
-382,-253.9031908,-70.01650224
-383,-253.9031908,-70.01650224
-384,-253.9031908,-70.01650224
-385,-253.9031908,-70.01650224
-386,-253.9031908,-70.01650224
-387,-253.9031908,-70.01650224
-388,-253.9031908,-70.01650224
-389,-253.9031908,-70.01650224
-390,-253.9031908,-70.01650224
-391,-253.9031908,-70.01650224
-392,-253.9031908,-70.01650224
-393,-253.9031908,-70.01650224
-394,-253.9031908,-70.01650224
-395,-253.9031908,-70.01650224
-396,-253.9031908,-70.01650224
-397,-253.9031908,-70.01650224
-398,-253.9031908,-70.01650224
-399,-253.9031908,-70.01650224
-400,-253.9031908,-70.01650224
-401,-253.9031908,-70.01650224
-402,-253.9031908,-70.01650224
-403,-253.9031908,-70.01650224
-404,-253.9031908,-70.01650224
-405,-253.9031908,-70.01650224
-406,-253.9031908,-70.01650224
-407,-253.9031908,-70.01650224
-408,-253.9031908,-70.01650224
-409,-253.9031908,-70.01650224
-410,-253.9031908,-70.01650224
-411,-253.9031908,-70.01650224
-412,-253.9031908,-70.01650224
-413,-253.9031908,-70.01650224
-414,-253.9031908,-70.01650224
-415,-253.9031908,-70.01650224
-416,-253.9031908,-70.01650224
-417,-253.9031908,-70.01650224
-418,-253.9031908,-70.01650224
-419,-253.9031908,-70.01650224
-420,-253.9031908,-70.01650224
-421,-253.9031908,-70.01650224
-422,-253.9031908,-70.01650224
-423,-253.9031908,-70.01650224
-424,-253.9031908,-70.01650224
-425,-253.9031908,-70.01650224
-426,-253.9031908,-70.01650224
-427,-253.9031908,-70.01650224
-428,-253.9031908,-70.01650224
-429,-253.9031908,-70.01650224
-430,-253.9031908,-70.01650224
-431,-253.9031908,-70.01650224
-432,-253.9031908,-70.01650224
-433,-253.9031908,-70.01650224
-434,-253.9031908,-70.01650224
-435,-253.9031908,-70.01650224
-436,-253.9031908,-70.01650224
-437,-253.9031908,-70.01650224
-438,-253.9031908,-70.01650224
-439,-253.9031908,-70.01650224
-440,-253.9031908,-70.01650224
-441,-253.9031908,-70.01650224
-442,-253.9031908,-70.01650224
-443,-253.9031908,-70.01650224
-444,-253.9031908,-70.01650224
-445,-253.9031908,-70.01650224
-446,-253.9031908,-70.01650224
-447,-253.9031908,-70.01650224
-448,-253.9031908,-70.01650224
-449,-253.9031908,-70.01650224
-450,-253.9031908,-70.01650224
-451,-253.9031908,-70.01650224
-452,-253.9031908,-70.01650224
-453,-253.9031908,-70.01650224
-454,-253.9031908,-70.01650224
-455,-253.9031908,-70.01650224
-456,-253.9031908,-70.01650224
-457,-253.9031908,-70.01650224
-458,-253.9031908,-70.01650224
-459,-253.9031908,-70.01650224
-460,-253.9031908,-70.01650224
-461,-253.9031908,-70.01650224
-462,-253.9031908,-70.01650224
-463,-253.9031908,-70.01650224
-464,-253.9031908,-70.01650224
-465,-253.9031908,-70.01650224
-466,-253.9031908,-70.01650224
-467,-253.9031908,-70.01650224
-468,-253.9031908,-70.01650224
-469,-253.9031908,-70.01650224
-470,-253.9031908,-70.01650224
-471,-253.9031908,-70.01650224
-472,-253.9031908,-70.01650224
-473,-253.9031908,-70.01650224
-474,-253.9031908,-70.01650224
-475,-253.9031908,-70.01650224
-476,-253.9031908,-70.01650224
-477,-253.9031908,-70.01650224
-478,-253.9031908,-70.01650224
-479,-253.9031908,-70.01650224
-480,-253.9031908,-70.01650224
-481,-253.9031908,-70.01650224
-482,-253.9031908,-70.01650224
-483,-253.9031908,-70.01650224
-484,-253.9031908,-70.01650224
-485,-253.9031908,-70.01650224
-486,-253.9031908,-70.01650224
-487,-253.9031908,-70.01650224
-488,-253.9031908,-70.01650224
-489,-253.9031908,-70.01650224
-490,-253.9031908,-70.01650224
-491,-253.9031908,-70.01650224
-492,-253.9031908,-70.01650224
-493,-253.9031908,-70.01650224
-494,-253.9031908,-70.01650224
-495,-253.9031908,-70.01650224
-496,-253.9031908,-70.01650224
-497,-253.9031908,-70.01650224
-498,-253.9031908,-70.01650224
-499,-253.9031908,-70.01650224
-500,-253.9031908,-70.01650224
-501,-253.9031908,-70.01650224
-502,-253.9031908,-70.01650224
-503,-253.9031908,-70.01650224
-504,-253.9031908,-70.01650224
-505,-253.9031908,-70.01650224
-506,-253.9031908,-70.01650224
-507,-253.9031908,-70.01650224
-508,-253.9031908,-70.01650224
-509,-253.9031908,-70.01650224
-510,-253.9031908,-70.01650224
-511,-253.9031908,-70.01650224
-512,-253.9031908,-70.01650224
-513,-253.9031908,-70.01650224
-514,-253.9031908,-70.01650224
-515,-253.9031908,-70.01650224
-516,-253.9031908,-70.01650224
-517,-253.9031908,-70.01650224
-518,-253.9031908,-70.01650224
-519,-253.9031908,-70.01650224
-520,-253.9031908,-70.01650224
-521,-253.9031908,-70.01650224
-522,-253.9031908,-70.01650224
-523,-253.9031908,-70.01650224
-524,-253.9031908,-70.01650224
-525,-253.9031908,-70.01650224
-526,-253.9031908,-70.01650224
-527,-253.9031908,-70.01650224
-528,-253.9031908,-70.01650224
-529,-253.9031908,-70.01650224
-530,-253.9031908,-70.01650224
-531,-253.9031908,-70.01650224
-532,-253.9031908,-70.01650224
-533,-253.9031908,-70.01650224
-534,-253.9031908,-70.01650224
-535,-253.9031908,-70.01650224
-536,-253.9031908,-70.01650224
-537,-253.9031908,-70.01650224
-538,-253.9031908,-70.01650224
-539,-253.9031908,-70.01650224
-540,-253.9031908,-70.01650224
-541,-253.9031908,-70.01650224
-542,-253.9031908,-70.01650224
-543,-253.9031908,-70.01650224
-544,-253.9031908,-70.01650224
-545,-253.9031908,-70.01650224
-546,-253.9031908,-70.01650224
-547,-253.9031908,-70.01650224
-548,-253.9031908,-70.01650224
-549,-253.9031908,-70.01650224
-550,-253.9031908,-70.01650224
